,production_companies
2150,Paramount Pictures
2151,"Atlas Entertainment,Mosaic Media Group,Omnilab Media,Relativity Media,Skyline (Baker St)"
2152,"Anonymous Content,This Is That Productions,Focus Features"
2153,"Oops Doughnuts Productions,Touchstone Pictures,Frontier Pictures"
2154,"Fox Searchlight Pictures,Regency Enterprises,Dune Entertainment III,Emmett/Furla Films"
2155,"Universal Pictures,Big Talk Productions,Focus Features,Working Title Films"
2156,"Virtual Studios,Jerry Weintraub Productions,Warner Bros."
2157,"Lionsgate,Furst Films,Pictures in Paradise,Pacific Film and Television Commission,Australian Film Finance Corporation (AFFC)"
2158,"DreamWorks SKG,Mosaic"
2159,"Dune Entertainment,Regency Enterprises,Fox 2000 Pictures,DiNovi Pictures,Dune Entertainment III,Blossom Films"
2160,"Spyglass Entertainment,Hollywood Pictures,Endgame Entertainment,Wonderland Sound and Vision"
2161,"Pathe,Metro-Goldwyn-Mayer (MGM)"
2162,"Lions Gate Family Entertainment,Relativity Media,Crest Animation Productions"
2163,"Screen Gems, Inc."
2164,"Spyglass Entertainment,Touchstone Pictures,Kaltenbach Pictures"
2165,Warner Bros. Pictures
2166,"The Rank Organisation,Columbia Pictures Corporation"
2167,"Lionsgate,Allison Shearmur Productions,Keep Your Head"
2168,"New Line Cinema,Groundswell Productions,Axon Films"
2169,"Columbia Pictures,Largo Entertainment,JVC Entertainment Networks,Film Office,Spooky Tooth Productions,Storm King Productions"
2170,"Paramount Pictures,Universal Pictures,Shamley Productions"
2171,"Lionsgate,New Wave Entertainment,Management 360,Terra Firma Films,Superfinger Entertainment"
2172,"Universal Pictures,Fake Empire,Bluegrass Films"
2173,"Universal Pictures,Morgan Creek Productions"
2174,
2175,"Twentieth Century Fox Film Corporation,Warner Bros."
2176,"Caravan Pictures,Hollywood Pictures"
2177,"Columbia Pictures,Happy Madison Productions,Sunlight Productions,Relativity Media,Madison 23"
2178,"Paramount Vantage,River Road Entertainment,Art Linson Productions,Into the Wild"
2179,Dimension Films
2180,"Davis-Films,Konami Corporation Ltd."
2181,"A Band Apart,Dimension Films,Los Hooligans Productions,Miramax"
2182,Walt Disney Pictures
2183,"Paramount Pictures,Egg Pictures,PolyGram Filmed Entertainment"
2184,Columbia Pictures
2185,Walt Disney Pictures
2186,"DreamWorks SKG,MacDonald/Parkes Productions,Sidney Kimmel Entertainment,Neal Street Productions,China Film Co-Production Corporation,Wonderland Films,Participant Media,Ebeling Group,Beijing Happy Pictures Cultural Communications Co.,Kite Runner Holdings"
2187,"This Is That Productions,Y Productions,Mediana Productions Filmgesellschaft"
2188,"Icon Productions,Twentieth Century Fox Film Corporation,Icon Entertainment International"
2189,"Metro-Goldwyn-Mayer (MGM),David Ladd Films"
2190,Columbia Pictures
2191,"The Weinstein Company,Paramount Vantage"
2192,George Stevens Productions
2193,"Ingenious Media,Gran Via Productions,IM Global,STX Entertainment,Route One Entertainment,Union Investment Partners,SITE Productions,Willie's Movies"
2194,"Grosvenor Park Media Ltd.,LionsGate,3 in the Box"
2195,"Screen Gems,Stars Road Entertainment,Farah Films & Management,Buckaroo Entertainment"
2196,"Regency Enterprises,Taurus Films,Polar Productions,Warner Bros."
2197,"Regency Enterprises,Contrafilm,New Regency Pictures"
2198,"Canal+,EuropaCorp,Ciné+"
2199,"Columbia Pictures,Castle Rock Entertainment,NPV Entertainment,DreamWorks Pictures,Baltimore Spring Creek Productions,Nu Image / Millennium Films"
2200,"Lakeshore Entertainment,Lionsgate,Radical Media"
2201,Miramax Films
2202,Gener8Xion Entertainment
2203,"Miramax Films,Intermedia Films,Mirage Enterprises"
2204,"Paramount Pictures,Escape Artists,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG"
2205,"Miramax Films,Amen Ra Films"
2206,"DreamWorks SKG,Spyglass Entertainment,Pariah"
2207,"The Mark Gordon Company,Fox Atomic,20th Century Fox Home Entertainment,WWE Studios,Midnight Sun Pictures"
2208,"Hammer Film Productions,EFTI,Exclusive Media Group,Overture Films"
2209,"TriStar Pictures,Sheen Productions,Ben-Ami/Leeds Productions"
2210,"New Line Cinema,Partizan,Focus Features"
2211,
2212,"Worldview Entertainment,Anonymous Content,MadRiver Pictures,Sierra Pictures,Surefire Capital"
2213,Fine Line Features
2214,"Village Roadshow Pictures,Warner Bros."
2215,"Double Feature Films,PeaPie Films,3 Arts Entertainment"
2216,Paramount Pictures
2217,Miramax Films
2218,"Twentieth Century Fox Film Corporation,Dune Entertainment,Baldwin Entertainment Group,Hyde Park Entertainment,Brass Hat Films"
2219,"Miramax Films,Hollywood Gang Productions,Radar Pictures"
2220,"Crystal Sky Worldwide,Triumph Films"
2221,New Line Cinema
2222,New Line Cinema
2223,Universal Pictures
2224,Universal Pictures
2225,"Ghoulardi Film Company,Warner Bros.,IAC Films"
2226,
2227,Screen Gems
2228,Mpower Pictures
2229,"Open Road Films,Overnight Films,AR Films,Aldamisa Entertainment,Demarest Films,1821 Pictures,Quick Draw Productions"
2230,"New Line Cinema,Hard Eight Pictures"
2231,"Paramount Pictures,Happy Madison Productions,Pelican Productions LLC"
2232,"Newmarket Capital Group,Goldwyn Films,The Greenlight Fund,Thin Man Films"
2233,"Metanoia Films,Santa Fé Films"
2234,"Recorded Pictures Company,The Movie Network,Millbrook Pictures,Prospero Pictures,Lago Film,Dangerous Method Film AG"
2235,"Thousand Words,Warner Independent Pictures (WIP),Detour Filmproduction,Section Eight Productions"
2236,"Fox 2000 Pictures,Walden Media"
2237,"Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,Lionsgate,Infogrames Entertainment"
2238,"Summit Entertainment,Goldsmith-Thomas Productions,Walden Media"
2239,"Fine Line Features,New Line Cinema,Lou Yi Inc.,Academy Films,March Entertainment"
2240,"Participant Media,Imagenation Abu Dhabi FZ,FilmNation Entertainment,Before the Door Pictures,Washington Square Films,A24,Old Bull Pictures"
2241,"Rhombus Media,Damberger Film & Cattle Co,Whizbang Films,Bell Broadcast and New Media Fund"
2242,"Universal Pictures,Spyglass Entertainment,Strike Entertainment,Intermittent Productions"
2243,"Endgame Entertainment,Rising Star,Killer Films,John Wells Productions,Dreamachine,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),Grey Water Park Productions,John Goldwyn Productions,Wells Productions"
2244,"Summit Entertainment,Intrepid Pictures,Film Rites,Galavis Film,Picture Machine,Fria Luz Del Dia, A.I.E."
2245,"The Weinstein Company,Summit Entertainment,Endgame Entertainment"
2246,Likely Story
2247,"Miramax Films,Studio Ghibli,Nibariki,Nippon Television Network (NTV)"
2248,
2249,EMI Films
2250,"Autonomous,UK Film Council,Surefire Film Productions,Pictures in Paradise,Pacific Film and Television Commission,Film Consortium,National Lottery through UK Film Council"
2251,"Paul Schiff Productions,Anthem Productions"
2252,Paramount Pictures
2253,"Dimension Films,Blue Tulip Productions"
2254,"Australian Film Finance Corporation,Zero Fiction Film,Ming Productions,Bluewater Pictures,Cheerland Entertainment Organization"
2255,"Miramax Films,Industry Entertainment"
2256,
2257,"Plan B Entertainment,Jolie Pas,Pellikola"
2258,"Bandai Visual Company,Sunrise,Studio 4°C"
2259,"Bristol Bay Productions,Baldwin Entertainment Group,Crusader Entertainment,Independent Film Channel,Peter Newman/Interal"
2260,The Weinstein Company
2261,"Tig Productions,Majestic Films International,Warner Bros.,Newcomm,RCS"
2262,Columbia Pictures Film Production Asia
2263,"Gaumont,Canal+,France 3 Cinema,Centre National de la Cinématographie (CNC)"
2264,"Hyde Park Films,platinum studios,Long Distance Films"
2265,
2266,"Miramax Films,Touchstone Pictures"
2267,"The Weinstein Company,Himenóptero,First Generation Films,Mod Producciones,FilmNation Entertainment,Telefónica Studios"
2268,"Visualizer Film Productions,Taewon Entertainment"
2269,"Icon Productions,Infinity Features Entertainment,Irish Dreamtime,Icon Entertainment International,Canadian Film or Video Production Tax Credit (CPTC),Province of British Columbia Film Incentive BC,Butterfly Productions,Chum Television"
2270,"Industrial Development Corporation of South Africa,120dB Films,The Department of Trade and Industry of South Africa,Cinema Management Group,The National Film and Video Foundation of SA,Wonderful Works,Triggerfish Animation"
2271,Camphor Cinema
2272,
2273,"Weinstein Company, The,La Piedra Films,Fuego Films,Epicentral Studios"
2274,"Nu Image Films,Winkler Films,Millennium Films,Survivor Productions"
2275,"Grindstone Entertainment Group,Cheetah Vision,K5 International,Paradox Entertainment,Emmett/Furla Films,Picture Perfect Corporation,Court Five,Envision Entertainment,Valentina Films"
2276,"Emotion Pictures,The Mark Gordon Company,Class 5 Films,Yari Film Group,Warner China Film HG Corporation,Stratus Film Co.,WIP,Bob Yari Productions,The Colleton Company,Dragon Studios"
2277,"Nouvelles Éditions de Films (NEF),Degeto Film,Constantin Film Produktion,Westdeutscher Rundfunk (WDR),Norddeutscher Rundfunk (NDR),Bayerischer Rundfunk (BR),Dune Films,G.T. Film Production"
2278,"Tig Productions,Majestic Films International"
2279,"Columbia Pictures,Mosaic Media Group"
2280,Universal Pictures Corporation
2281,"Gaylord Films,Warner Bros.,Dylan Sellers Productions,Clifford Werber Productions"
2282,"Woods Entertainment,Dimension Films"
2283,"Columbia Pictures Corporation,Dark Castle Entertainment,Warner Bros.,13 Ghosts Productions Canada Inc."
2284,"Hawk Films,Warner Bros.,Peregrine"
2285,"Universal Pictures,Amblin Entertainment,U-Drive Productions"
2286,"Dark Castle Entertainment,Warner Bros."
2287,Lions Gate Films
2288,Cinestyle Media Group
2289,"Mandate Pictures,Bona Fide Productions,Echo Films"
2290,"Twentieth Century Fox Film Corporation,Robert Simonds Productions,Mediastream Dritte Film GmbH & Co. Beteiligungs KG"
2291,"Corrino Media Corporation,Corsan,Staccato Films"
2292,"Destination Films,Isle of Man Film,Britt Allcroft Productions"
2293,"Penn Station Entertainment,Participant Media,Imagenation Abu Dhabi FZ,Overture Films"
2294,Studio Ghibli
2295,"Focus Films,Sil-Metropole Organisation,Edko Films"
2296,Dino De Laurentiis Company
2297,"Studio Babelsberg,Fox 2000 Pictures,Sunswept Entertainment"
2298,"Summit Entertainment, LLC,Alloy Entertainment,Goldcrest Pictures"
2299,"Universal Pictures,Spyglass Entertainment,Octagon Films,BenderSpink,Birnbaum / Barber Productions"
2300,"Paramount Pictures,Samuel Bronston Productions"
2301,"Imagine Entertainment,Rogue Pictures,Relativity Media,Internationale Filmproduktion Blackbird Dritte"
2302,"Gran Via Productions,Walden Media,Lemodeln Model & Talent Agency"
2303,Warner Bros. Family Entertainment
2304,"Fine Line Features,CiBy 2000,Sandcastle 5 Productions"
2305,Likely Story
2306,"Platinum Dunes,Dimension Films,Metro-Goldwyn-Mayer (MGM),Radar Pictures"
2307,"Beverly Detroit,Propaganda Films,Clinica Estetico,Intermedia,Good Machine,Magnet Productions"
2308,"Universal Pictures,Atmosphere Entertainment MM,Romero-Grunwald Productions,Exception Wild Bunch"
2309,"Sun Entertainment Culture,Universe Entertainment"
2310,"Universal Pictures,Summit Entertainment,Rhino Films,Fear and Loathing LLC,Shark Productions"
2311,"Media Rights Capital,Lin Pictures,Warner Bros.,Wintergreen Productions,Lynda Obst Productions,1821 Pictures,Radar Pictures"
2312,"Universal Pictures,Point Grey Pictures,Good Universe"
2313,"New Line Cinema,Dark Horse Entertainment"
2314,"Gracie Films,Twentieth Century Fox Film Corporation,American Entertainment Partners II L.P."
2315,"Twentieth Century Fox Film Corporation,Four By Two Productions"
2316,"Marc Platt Productions,Metro-Goldwyn-Mayer (MGM)"
2317,Paramount Pictures
2318,"Lakeshore Entertainment,Firm Films,Screen Gems"
2319,"Happy Madison Productions,Quinta Communications,Touchstone Pictures"
2320,Stoney Lake Entertainment
2321,Fox 2000 Pictures
2322,Metro-Goldwyn-Mayer (MGM)
2323,"Columbia Pictures,Triptych Pictures,Dimension Films (US version)"
2324,"New Line Cinema,Capella International,Eric's Boy"
2325,"Universal Pictures,Playtone,HBO Films,Gold Circle Films"
2326,"Fox 2000 Pictures,Color Force"
2327,"Twentieth Century Fox Film Corporation,Lawrence Gordon Productions,Davis Entertainment,Silver Pictures,Amercent Films,American Entertainment Partners L.P."
2328,Warner Bros.
2329,Alliance Films
2330,"Paramount Pictures,Broadway Video,M.G. Films"
2331,"Timnick Films,Blue Gardenia Productions,Touchstone Pictures,Tatiale Films"
2332,USA Films
2333,"American Zoetrope,TriStar Pictures"
2334,"Worldview Entertainment,New Regency Pictures,TSG Entertainment,Le Grisbi Productions,M Productions"
2335,Perdido Productions
2336,"Universal Pictures,StudioCanal,Sidney Kimmel Entertainment,Working Title Films"
2337,"Universal Pictures,Marc Platt Productions,NuAmerica Entertainment"
2338,Hollywood Pictures
2339,"AVCO Embassy Pictures,EDI,Debra Hill Productions"
2340,"Mandalay Pictures,TriStar Pictures,Brookwell-McNamara Entertainment,FilmDistrict,Affirm Films"
2341,"Paramount Pictures,Filmways Productions"
2342,"Legendary Pictures,De Line Pictures"
2343,De Laurentiis Entertainment Group
2344,United Artists
2345,"Universal Pictures,Stuber Productions,Camp / Thompson Pictures,Relativity Media,Scion Films,Traveling Film Productions"
2346,"Paramount Pictures,Amblin Entertainment"
2347,"United Artists,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM)"
2348,"Fox Searchlight Pictures,Warner Bros.,Cloud Eight Films,Pathé,Film4,Everest Entertainment,HandMade Films"
2349,DreamWorks SKG
2350,Columbia Pictures
2351,"Imagine Entertainment,Groundswell Productions,CBS Films"
2352,"Fox 2000 Pictures,Mad Chance,Nimbus Film Productions,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,Splendid Productions"
2353,New Line Cinema
2354,"Universal Pictures,Scott Rudin Productions,Legendary Pictures,The Mark Gordon Company,Management 360,Cloud Eight Films"
2355,"Ingenious Film Partners,1492 Pictures,Fox Atomic,Dune Entertainment III,Bece Canada Productions"
2356,Dimension Films
2357,ITC Entertainment
2358,"Columbia Pictures,Merlin Films"
2359,Cinema 77
2360,"Dark Castle Entertainment,Signature Pictures,After Dark Films,Silver Reel,Saints LA,Bomar OOD,thefyzz,Dunulf Productions,Emmitt Productions Limited,ADF Acquisitions"
2361,"Fox Searchlight Pictures,Good Machine,Canal+ Droits Audiovisuels"
2362,"Castle Rock Entertainment,Envision Entertainment,ASIG Productions"
2363,"Columbia Pictures,Weintraub Entertainment Group"
2364,Serendipity Point Films
2365,"Metro-Goldwyn-Mayer (MGM),Producers Sales Organization (PSO),Jonesfilm,Galactic Films,Triple Ajaxxx"
2366,"Paramount Pictures,Walt Disney Productions"
2367,"Zephyr Films,Egoli Tossell Film"
2368,Touchstone Pictures
2369,"Mr. Mudd Production,Indian Paintbrush,Right of Way Films"
2370,"Kinokompaniya CTB,X-Filme Creative Pool,Andreevsky Flag Film Company,Kinofabrika,Eurasia Film Production"
2371,"StudioCanal,Dark Castle Entertainment,Toff Guy Films,Warner Bros."
2372,"Golden Harvest Company,Northshore Investments Ltd."
2373,"Castle Rock Entertainment,Turner Pictures (I)"
2374,Great Scott Productions Pty. Ltd.
2375,"Warner Bros.,Faliro House Productions,Tri-State Pictures"
2376,"DreamWorks SKG,Granada Film Productions,Perdido Prod.,Canal+"
2377,"Archer Street Productions,Lionsgate,Pictures in Paradise,Silver Reel,Latitude Media,Thai Occidental Productions"
2378,"Les Films du Losange,Wega Film,Lucky Red,X-Filme Creative Pool"
2379,
2380,"New Century Entertainment Corporation,Alliance Entertainment,Turbo Productions"
2381,"Castle Rock Entertainment,Darkwoods Productions"
2382,"Exclusive Media Group,Picturehouse Entertainment"
2383,Senator Entertainment Co
2384,"Egoli Tossell Film AG,Canal+,Arte France,Films en Stock"
2385,"Central-Europa Film,Canal+,TF1 International,Morena Films,Lumiere,LeBrocquy Fraser Productions,Better Wide"
2386,"Filmax,Silver Lion Films,Televisa S.A. de C.V.,Arco Films S.L,Hool/Macdonald Productions,Producciones San Patricia"
2387,"Dead Films,Laurel Entertainment,Toei"
2388,"Patriot Pictures,Vallelonga Productions,Vengeance is Mine Productions,Hannibal Classics"
2389,"Onyx Films,Backup Films,France2 Cinéma,Centre National de la Cinématographie (CNC)"
2390,"Famous Films (II),Metro-Goldwyn-Mayer (MGM),Dino De Laurentiis Company"
2391,"First Generation Films,Antena 3 Films,Televisió de Catalunya TV3,Canal+ España,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),Millennium Films,Nostromo Pictures,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),Cindy Cowan Entertainment,La Sexta,Attitude Pinículas y Films A.I.E."
2392,"Columbia Pictures,Apatow Productions"
2393,"Lions Gate Films,Tyler Perry Company, The"
2394,"Copperheart Entertainment,Entertainment One,Dark Hero Studios"
2395,"Summit Entertainment,Offspring Entertainment,Touchstone Pictures"
2396,"The Weinstein Company,Kanbar Entertainment,Blue Yonder Films"
2397,"Lions Gate Films,United Artists,Industrial Development Corporation of South Africa,Endgame Entertainment,Miracle Pictures,Sixth Sense Productions,Mikado Film,Inside Track Films"
2398,"Twentieth Century Fox Film Corporation,Dune Entertainment,Anka Film,EuropaCorp,Daybreak Productions,Prime Universe Productions"
2399,"Fox Searchlight Pictures,Malvern Pictures"
2400,"Grindstone Entertainment Group,Emmett/Furla Films,Oasis Films,Aperture Entertainment"
