,production_companies
2200,TwentiethCenturyFoxFilmCorporation DuneEntertainment BaldwinEntertainmentGroup HydeParkEntertainment BrassHatFilms
2201,MiramaxFilms HollywoodGangProductions RadarPictures
2202,CrystalSkyWorldwide TriumphFilms
2203,NewLineCinema
2204,NewLineCinema
2205,UniversalPictures
2206,UniversalPictures
2207,GhoulardiFilmCompany WarnerBros. IACFilms
2208,
2209,ScreenGems
2210,MpowerPictures
2211,OpenRoadFilms OvernightFilms ARFilms AldamisaEntertainment DemarestFilms 1821Pictures QuickDrawProductions
2212,NewLineCinema HardEightPictures
2213,ParamountPictures HappyMadisonProductions PelicanProductionsLLC
2214,NewmarketCapitalGroup GoldwynFilms TheGreenlightFund ThinManFilms
2215,MetanoiaFilms SantaFéFilms
2216,RecordedPicturesCompany TheMovieNetwork MillbrookPictures ProsperoPictures LagoFilm DangerousMethodFilmAG
2217,ThousandWords WarnerIndependentPictures(WIP) DetourFilmproduction SectionEightProductions
2218,Fox2000Pictures WaldenMedia
2219,BollKinoBeteiligungsGmbH&Co.KG BrightlightPictures HeroldProductions Lionsgate InfogramesEntertainment
2220,SummitEntertainment Goldsmith-ThomasProductions WaldenMedia
2221,FineLineFeatures NewLineCinema LouYiInc. AcademyFilms MarchEntertainment
2222,ParticipantMedia ImagenationAbuDhabiFZ FilmNationEntertainment BeforetheDoorPictures WashingtonSquareFilms A24 OldBullPictures
2223,RhombusMedia DambergerFilm&CattleCo WhizbangFilms BellBroadcastandNewMediaFund
2224,UniversalPictures SpyglassEntertainment StrikeEntertainment IntermittentProductions
2225,EndgameEntertainment RisingStar KillerFilms JohnWellsProductions Dreamachine Film&EntertainmentVIPMedienfonds4GmbH&Co.KG(I) GreyWaterParkProductions JohnGoldwynProductions WellsProductions
2226,SummitEntertainment IntrepidPictures FilmRites GalavisFilm PictureMachine FriaLuzDelDia A.I.E.
2227,TheWeinsteinCompany SummitEntertainment EndgameEntertainment
2228,LikelyStory
2229,
2230,EMIFilms
2231,Autonomous UKFilmCouncil SurefireFilmProductions PicturesinParadise PacificFilmandTelevisionCommission FilmConsortium NationalLotterythroughUKFilmCouncil
2232,PaulSchiffProductions AnthemProductions
2233,ParamountPictures
2234,DimensionFilms BlueTulipProductions
2235,MiramaxFilms IndustryEntertainment
2236,
2237,PlanBEntertainment JoliePas Pellikola
2238,BandaiVisualCompany Sunrise Studio4°C
2239,BristolBayProductions BaldwinEntertainmentGroup CrusaderEntertainment IndependentFilmChannel PeterNewman/Interal
2240,TheWeinsteinCompany
2241,TigProductions MajesticFilmsInternational WarnerBros. Newcomm RCS
2242,Gaumont Canal+ France3Cinema CentreNationaldelaCinématographie(CNC)
2243,HydeParkFilms platinumstudios LongDistanceFilms
2244,
2245,MiramaxFilms TouchstonePictures
2246,TheWeinsteinCompany Himenóptero FirstGenerationFilms ModProducciones FilmNationEntertainment TelefónicaStudios
2247,IconProductions InfinityFeaturesEntertainment IrishDreamtime IconEntertainmentInternational CanadianFilmorVideoProductionTaxCredit(CPTC) ProvinceofBritishColumbiaFilmIncentiveBC ButterflyProductions ChumTelevision
2248,IndustrialDevelopmentCorporationofSouthAfrica 120dBFilms TheDepartmentofTradeandIndustryofSouthAfrica CinemaManagementGroup TheNationalFilmandVideoFoundationofSA WonderfulWorks TriggerfishAnimation
2249,
2250,WeinsteinCompany The LaPiedraFilms FuegoFilms EpicentralStudios
2251,NuImageFilms WinklerFilms MillenniumFilms SurvivorProductions
2252,GrindstoneEntertainmentGroup CheetahVision K5International ParadoxEntertainment Emmett/FurlaFilms PicturePerfectCorporation CourtFive EnvisionEntertainment ValentinaFilms
2253,EmotionPictures TheMarkGordonCompany Class5Films YariFilmGroup WarnerChinaFilmHGCorporation StratusFilmCo. WIP BobYariProductions TheColletonCompany DragonStudios
2254,NouvellesÉditionsdeFilms(NEF) DegetoFilm ConstantinFilmProduktion WestdeutscherRundfunk(WDR) NorddeutscherRundfunk(NDR) BayerischerRundfunk(BR) DuneFilms G.T.FilmProduction
2255,TigProductions MajesticFilmsInternational
2256,ColumbiaPictures MosaicMediaGroup
2257,UniversalPicturesCorporation
2258,GaylordFilms WarnerBros. DylanSellersProductions CliffordWerberProductions
2259,WoodsEntertainment DimensionFilms
2260,ColumbiaPicturesCorporation DarkCastleEntertainment WarnerBros. 13GhostsProductionsCanadaInc.
2261,HawkFilms WarnerBros. Peregrine
2262,UniversalPictures AmblinEntertainment U-DriveProductions
2263,DarkCastleEntertainment WarnerBros.
2264,LionsGateFilms
2265,CinestyleMediaGroup
2266,MandatePictures BonaFideProductions EchoFilms
2267,TwentiethCenturyFoxFilmCorporation RobertSimondsProductions MediastreamDritteFilmGmbH&Co.BeteiligungsKG
2268,CorrinoMediaCorporation Corsan StaccatoFilms
2269,DestinationFilms IsleofManFilm BrittAllcroftProductions
2270,PennStationEntertainment ParticipantMedia ImagenationAbuDhabiFZ OvertureFilms
2271,DinoDeLaurentiisCompany
2272,StudioBabelsberg Fox2000Pictures SunsweptEntertainment
2273,SummitEntertainment LLC AlloyEntertainment GoldcrestPictures
2274,UniversalPictures SpyglassEntertainment OctagonFilms BenderSpink Birnbaum/BarberProductions
2275,ParamountPictures SamuelBronstonProductions
2276,ImagineEntertainment RoguePictures RelativityMedia InternationaleFilmproduktionBlackbirdDritte
2277,GranViaProductions WaldenMedia LemodelnModel&TalentAgency
2278,WarnerBros.FamilyEntertainment
2279,FineLineFeatures CiBy2000 Sandcastle5Productions
2280,LikelyStory
2281,PlatinumDunes DimensionFilms Metro-Goldwyn-Mayer(MGM) RadarPictures
2282,BeverlyDetroit PropagandaFilms ClinicaEstetico Intermedia GoodMachine MagnetProductions
2283,UniversalPictures AtmosphereEntertainmentMM Romero-GrunwaldProductions ExceptionWildBunch
2284,UniversalPictures SummitEntertainment RhinoFilms FearandLoathingLLC SharkProductions
2285,MediaRightsCapital LinPictures WarnerBros. WintergreenProductions LyndaObstProductions 1821Pictures RadarPictures
2286,UniversalPictures PointGreyPictures GoodUniverse
2287,NewLineCinema DarkHorseEntertainment
2288,GracieFilms TwentiethCenturyFoxFilmCorporation AmericanEntertainmentPartnersIIL.P.
2289,TwentiethCenturyFoxFilmCorporation FourByTwoProductions
2290,MarcPlattProductions Metro-Goldwyn-Mayer(MGM)
2291,ParamountPictures
2292,LakeshoreEntertainment FirmFilms ScreenGems
2293,HappyMadisonProductions QuintaCommunications TouchstonePictures
2294,StoneyLakeEntertainment
2295,Fox2000Pictures
2296,Metro-Goldwyn-Mayer(MGM)
2297,ColumbiaPictures TriptychPictures DimensionFilms(USversion)
2298,NewLineCinema CapellaInternational Eric'sBoy
2299,UniversalPictures Playtone HBOFilms GoldCircleFilms
2300,Fox2000Pictures ColorForce
2301,TwentiethCenturyFoxFilmCorporation LawrenceGordonProductions DavisEntertainment SilverPictures AmercentFilms AmericanEntertainmentPartnersL.P.
2302,WarnerBros.
2303,AllianceFilms
2304,ParamountPictures BroadwayVideo M.G.Films
2305,TimnickFilms BlueGardeniaProductions TouchstonePictures TatialeFilms
2306,USAFilms
2307,AmericanZoetrope TriStarPictures
2308,WorldviewEntertainment NewRegencyPictures TSGEntertainment LeGrisbiProductions MProductions
2309,PerdidoProductions
2310,UniversalPictures StudioCanal SidneyKimmelEntertainment WorkingTitleFilms
2311,UniversalPictures MarcPlattProductions NuAmericaEntertainment
2312,HollywoodPictures
2313,AVCOEmbassyPictures EDI DebraHillProductions
2314,MandalayPictures TriStarPictures Brookwell-McNamaraEntertainment FilmDistrict AffirmFilms
2315,ParamountPictures FilmwaysProductions
2316,LegendaryPictures DeLinePictures
2317,DeLaurentiisEntertainmentGroup
2318,UnitedArtists
2319,UniversalPictures StuberProductions Camp/ThompsonPictures RelativityMedia ScionFilms TravelingFilmProductions
2320,ParamountPictures AmblinEntertainment
2321,UnitedArtists LakeshoreEntertainment Metro-Goldwyn-Mayer(MGM)
2322,FoxSearchlightPictures WarnerBros. CloudEightFilms Pathé Film4 EverestEntertainment HandMadeFilms
2323,DreamWorksSKG
2324,ColumbiaPictures
2325,ImagineEntertainment GroundswellProductions CBSFilms
2326,Fox2000Pictures MadChance NimbusFilmProductions MediastreamDritteFilmGmbH&Co.BeteiligungsKG SplendidProductions
2327,NewLineCinema
2328,UniversalPictures ScottRudinProductions LegendaryPictures TheMarkGordonCompany Management360 CloudEightFilms
2329,IngeniousFilmPartners 1492Pictures FoxAtomic DuneEntertainmentIII BeceCanadaProductions
2330,DimensionFilms
2331,ITCEntertainment
2332,ColumbiaPictures MerlinFilms
2333,Cinema77
2334,DarkCastleEntertainment SignaturePictures AfterDarkFilms SilverReel SaintsLA BomarOOD thefyzz DunulfProductions EmmittProductionsLimited ADFAcquisitions
2335,FoxSearchlightPictures GoodMachine Canal+DroitsAudiovisuels
2336,CastleRockEntertainment EnvisionEntertainment ASIGProductions
2337,ColumbiaPictures WeintraubEntertainmentGroup
2338,SerendipityPointFilms
2339,Metro-Goldwyn-Mayer(MGM) ProducersSalesOrganization(PSO) Jonesfilm GalacticFilms TripleAjaxxx
2340,ParamountPictures WaltDisneyProductions
2341,ZephyrFilms EgoliTossellFilm
2342,TouchstonePictures
2343,Mr.MuddProduction IndianPaintbrush RightofWayFilms
2344,KinokompaniyaCTB X-FilmeCreativePool AndreevskyFlagFilmCompany Kinofabrika EurasiaFilmProduction
2345,StudioCanal DarkCastleEntertainment ToffGuyFilms WarnerBros.
2346,GoldenHarvestCompany NorthshoreInvestmentsLtd.
2347,CastleRockEntertainment TurnerPictures(I)
2348,GreatScottProductionsPty.Ltd.
2349,WarnerBros. FaliroHouseProductions Tri-StatePictures
2350,DreamWorksSKG GranadaFilmProductions PerdidoProd. Canal+
2351,ArcherStreetProductions Lionsgate PicturesinParadise SilverReel LatitudeMedia ThaiOccidentalProductions
2352,LesFilmsduLosange WegaFilm LuckyRed X-FilmeCreativePool
2353,
2354,NewCenturyEntertainmentCorporation AllianceEntertainment TurboProductions
2355,CastleRockEntertainment DarkwoodsProductions
2356,ExclusiveMediaGroup PicturehouseEntertainment
2357,SenatorEntertainmentCo
2358,EgoliTossellFilmAG Canal+ ArteFrance FilmsenStock
2359,Central-EuropaFilm Canal+ TF1International MorenaFilms Lumiere LeBrocquyFraserProductions BetterWide
2360,Filmax SilverLionFilms TelevisaS.A.deC.V. ArcoFilmsS.L Hool/MacdonaldProductions ProduccionesSanPatricia
2361,DeadFilms LaurelEntertainment Toei
2362,PatriotPictures VallelongaProductions VengeanceisMineProductions HannibalClassics
2363,OnyxFilms BackupFilms France2Cinéma CentreNationaldelaCinématographie(CNC)
2364,FamousFilms(II) Metro-Goldwyn-Mayer(MGM) DinoDeLaurentiisCompany
2365,FirstGenerationFilms Antena3Films TelevisiódeCatalunyaTV3 Canal+España InstitutodelaCinematografíaydelasArtesAudiovisuales(ICAA) MillenniumFilms NostromoPictures GeneralitatdeCatalunya-InstitutCatalàdelesIndústriesCulturals(ICIC) CindyCowanEntertainment LaSexta AttitudePinículasyFilmsA.I.E.
2366,ColumbiaPictures ApatowProductions
2367,LionsGateFilms TylerPerryCompany The
2368,CopperheartEntertainment EntertainmentOne DarkHeroStudios
2369,SummitEntertainment OffspringEntertainment TouchstonePictures
2370,TheWeinsteinCompany KanbarEntertainment BlueYonderFilms
2371,LionsGateFilms UnitedArtists IndustrialDevelopmentCorporationofSouthAfrica EndgameEntertainment MiraclePictures SixthSenseProductions MikadoFilm InsideTrackFilms
2372,TwentiethCenturyFoxFilmCorporation DuneEntertainment AnkaFilm EuropaCorp DaybreakProductions PrimeUniverseProductions
2373,FoxSearchlightPictures MalvernPictures
2374,GrindstoneEntertainmentGroup Emmett/FurlaFilms OasisFilms ApertureEntertainment
2375,
2376,Cruise/WagnerProductions CanalPlus Sogecine LasProduccionesdelEscorpion LuckyRed DimensionFilms Miramax
2377,TwentiethCenturyFoxFilmCorporation SLMProductionGroup BrandywineProductions
2378,WarnerBros.
2379,ColumbiaPicturesCorporation MandalayEntertainment SummerKnowledgeLLC
2380,TwentiethCenturyFoxFilmCorporation WideAwake GenreFilms
2381,FoxSearchlightPictures MichaelLondonProductions SidewaysProductionsInc.
2382,BrokenLizardIndustries
2383,CompassInternationalPictures FalconInternationalProductions
2384,JimHensonPictures Metro-Goldwyn-Mayer(MGM)
2385,Universal
2386,UniversalPictures StudioCanal RelativityMedia ScionFilms WorkingTitleFilms
2387,Lionsgate TwistedPictures SerendipityProductions
2388,MiramaxFilms UniversalPictures WorkingTitleFilms
2389,ParamountPictures SNLStudios
2390,CBSFilms Mel'sCiteduCinema StorefrontFilms
2391,FoxSearchlightPictures DuneEntertainment MajorStudioPartners Craven-MaddalenaFilms
2392,ParamountPictures HappyMadisonProductions
2393,WaltDisneyPictures MayhemPictures
2394,CubeVision SweepstakeProductions
2395,WarnerBros.
2396,BrownstoneProductions
2397,Tollin/RobbinsProductions WarnerBros.
2398,ParamountPictures
2399,DimensionFilms FocusFeatures GoodMachine RadarPictures
2400,ParallelPictures
2401,ColumbiaPictures Children'sTelevisionWorkshop JimHensonPictures
2402,NuImageFilms LangleyProductions ThunderRoadProductions FuquaFilms MillenniumFilms
2403,AlliedArtistsPictures SamuelBronstonProductions
2404,TriStarPictures GhostHousePictures FilmDistrict
2405,FoxSearchlightPictures 26Films
2406,UniversalPictures DepthofField
2407,CannonFilms WarnerBros. London-CannonFilms Golan-GlobusProductions
2408,MTVFilms TéléfilmCanada CelluloidDreams AstralMedia CanadianFilmorVideoProductionTaxCredit(CPTC) CorusEntertainment MovieCentralNetwork ChumTelevision OntarioMediaDevelopmentCorporation(OMDC) MovieNetwork The(TMN) ShawRocketFund CanadianTelevisionFund HaroldGreenbergFund SiennaFilms OntarioFilmandTelevisionTaxCredit(OFTTC) CanadaTelevisionandCableProductionFundLicenseProgram(CTCPF)
2409,InternationalProductionCompany TrueGritProductions ZeroGravityManagement Pierce/WilliamsEntertainment
2410,DeanRiverProductions BobbyJonesFilmsLLC LIFE(n) McDongallFilms
2411,HandMadeFilms VistaOrganisation The
2412,MichaelLondonProductions StillkingFilms BobYariProductions Bull'sEyeEntertainment ContagiousEntertainment RevolutionSunStudios
2413,AmericanFilmworks
2414,JerryBruckheimerFilms TouchstonePictures
2415,NexusFactory uFilm JaguarFilms Umedia Chapter2 Roxbury
2416,UniversalPictures DestinationFilms PersistentEntertainment WildBunch CherryRoadFilmsLLC MHFZweiteAcademyFilm DarkoEntertainment AcademyFilms EdenRocProductions
2417,Futurikon
2418,TwentiethCenturyFoxFilmCorporation
2419,StudioCanal DarkCastleEntertainment WarnerBros. StudioBabelsbergMotionPictures
2420,ColumbiaPictures ImagineEntertainment
2421,RiverRoadEntertainment EdwardR.PressmanFilm IronFilm
2422,TwentiethCenturyFoxFilmCorporation
2423,ColumbiaPicturesCorporation MirageEnterprises
2424,EcosseFilms 2Entertain BueprintPictures
2425,MorganCreekProductions CliffordWerberProductions SW7DProductions
2426,DreamWorksSKG CobaltMediaGroup BisgroveEntertainment
2427,TouchstonePictures SilverScreenPartnersIV
2428,NewLineCinema MotionPictureCorporationofAmerica(MPCA)
2429,CastleRockEntertainment NelsonEntertainment
2430,TwentiethCenturyFoxFilmCorporation
2431,DreamWorksSKG TheMontecitoPictureCompany
2432,ParamountPictures MTVFilms
2433,France3Cinéma LaPetiteReine Studio37 uFilm JourorProductions LaClasseAméricaine JDProd
2434,RoguePictures PhantomFour PlatinumDunes RelativityMedia
2435,ScottRudinProductions IndianPaintbrush FocusFeatures AmericanEmpiricalPictures Moonrise
2436,NewLineCinema NextEntertainment PlatinumDunes Vortex/Henkel/Hooper TexasChainsawProductions
2437,FocusFeatures
2438,ColumbiaPictures RevolutionStudios HappyMadisonProductions
2439,EstudiosPicasso EsperantoFilmoj TequilaGang
2440,VillageRoadshowPictures NPVEntertainment RobertSimondsProductions WarnerBros. SpotPictures
2441,ColumbiaPictures NewDealProductions
2442,VertigoEntertainment ScreenGems
2443,ColumbiaPictures HappyMadisonProductions
2444,StoneGroupPictures
2445,UniversalPictures BigTalkProductions StudioCanal GAGA WorkingTitleFilms
2446,NewLineCinema
2447,TheWeinsteinCompany GravierProductions Antena3Films TelevisiódeCatalunya(TV3) Antena3Televisión Mediapro
2448,DanmarksRadio(DR) Telepool AMCPictures TV4Sweden SFNorge MolinareStudios Yleisradio(YLE) SvenskFilmindustri(SF) Juonifilmi TV2Norge FilmiVäst SoundchefStudios ArionCommunicationsLtd. DagsljusFilmequipment ShebaFilms SandlineProduction EuropaFilmSoundProduction
2449,Punch21Productions
2450,PandoraFilmproduktion JohnWellsProductions GaylordFilms WarnerBros. OleandorProductions
2451,DuneEntertainment FoxAtomic
2452,CodeEntertainment NeverlandFilms
2453,OrionPictures
2454,SummitEntertainment
2455,GoldenMean FocusFeatures RadarPictures
2456,WeintraubEntertainmentGroup TheCatalinaProductionGroup
2457,TriStarPictures ClinicaEstetico
2458,ColumbiaPictures CentropolisFilmProductions
2459,CookoutProductions
2460,PalladiumProductions AmericanInternationalPictures(AIP) MeteorJointVenture
2461,HollywoodPictures BeaconPictures SevenArtsPictures
2462,DreamWorksSKG
2463,NewLineCinema Base12Productions CorrupterProductionServiceLtd. TakomaEntertainment KISSNation
2464,Davis-PanzerProductions ThornEMIScreenEntertainment
2465,DreamWorksSKG NealStreetProductions DreamWorksPictures ProvinceofBritishColumbiaProductionServicesTaxCredit
2466,QuincyJones-DavidSalzmanEntertainment WarnerBros. DCEntertainment
2467,KingsgateFilms WorldviewEntertainment
2468,SonyPicturesClassics ShanghaiFilmGroup MerchantIvoryProductions
2469,CloudEightFilms Pathé DecibelFilms Film4
2470,Metro-Goldwyn-Mayer(MGM)
2471,CentreNationaldelaCinématographie TF1FilmsProductions PathéRennProductions Hirsch Canal+ CinéCinéma RégionNord-Pas-de-Calais LesProductionsduChicon CentreRégionaldesRessourcesAudiovisuelles(CRRAV)
2472,
2473,BIMDistribuzione WildBunch
2474,LuckyMonkeyPictures RedHourFilms
2475,GrandArmyEntertainment ScionFilms InfernoDistribution Stage6Films Hachiko OppermanVinerChrystynEntertainment
2476,Eskwad M6Films Canal+ Pathé Ciné+ LobsterTree W9
2477,TheJavelinaFilmCompany EuropaCorp IthacaPictures
2478,WarnerBros. MorganCreekProductions
2479,AllianceAtlantisCommunications SerendipityPointFilms EgoFilmArts
2480,
2481,SidneyKimmelEntertainment GreenestreetFilms LongfellowPictures BonnieTimmermannProductions
2482,CanalPlus TF1FilmsProductions Tobis Destiny EuropaCorp
2483,UniversalPictures
2484,ParamountPictures EddieMurphyProductions
2485,TwentiethCenturyFoxFilmCorporation HughesEntertainment
2486,TouchstonePictures InterscopeCommunications
2487,ColumbiaPicturesCorporation MirageEnterprises PunchProductions DelphiFilms TheCriterionCollection
