,0,title
1944,ZacEfron ClaireDanes ChristianMcKay ImogenPootsComedy Drama Romancenewyork basedonnovel historicalfigure theater 1930sIsleofManFilm FreestyleReleasing CinemaNXUnitedStatesofAmerica,Me and Orson Welles
1945,GeoffreyRush JimSturgess SylviaHoeks DonaldSutherlandDrama Romance Crime Mysterypainting auctioneer confidencegame fineart honeypotPacoCinematografica WarnerBros. RegioneLazio BusinessLocationSudtirolAltoAdige FriuliVeneziaGiuliaFilmCommission UniCreditGroupItaly,La migliore offerta
1946,NicolasCage EvaMendes ValKilmer FairuzaBalkDrama Crimepolicebrutality organizedcrime policeman illegaldrugs murderinvestigation corruptcopSaturnFilms NuImageFilms EdwardR.PressmanFilm MillenniumFilms PolskyFilms OsirisProductions LieutenantProductionsUnitedStatesofAmerica,The Bad Lieutenant: Port of Call - New Orleans
1947,YuriLowenthal GemmaArterton IsabelleFuhrman MelanieGriffithAnimation Familyglobalwarming seaturtle 3dMotionInvestmentGroup nWavePictures IlluminataPicturesFrance Belgium,Sammy's avonturen: De geheime doorgang
1948,FrançoisCluzet MarionCotillard BenoîtMagimel GillesLelloucheComedy Dramaamericanfootball countryhouse motorboat malefemalerelationship thirtysomething beachhouse organicfood weasel groupoffriends reprimand declarationoflove parentchildrelationship texting lowtide forced interruptedvacation osteopath lovesickM6Films LesProductionsduTrésor EuropaCorpFrance,Les petits mouchoirs
1949,HelenMirren JoePesci SergioPeris-Mencheta GinaGershonDramaindependentfilmCapitolFilms RisingStarUnitedStatesofAmerica Germany,Love Ranch
1950,JérômeDeschamps YolandeMoreau LouiseWallon ArthurDeschampsFamily Adventure Animationcat surrealism cartooncatHeroldandFamilyFrance,La véritable histoire du Chat Botté
1951,AnnaBolshova EvgenyMironov SergeyGarmash AleksandrBashirovFamily Animationrussia spacemission space outerspace dogCNFilmUnitedStatesofAmerica Russia,Белка и Стрелка. Звёздные собаки
1952,MichaelFassbender CameronDiaz JavierBardem GoranVisnjicThriller Crime Dramapoetry lawyer drugsmuggling drugtrafficking reddressIngeniousMedia Fox2000Pictures ScottFreeProductions Kanzaman NickWechslerProductions BigScreenProductions ChockstonePictures Translux TSGEntertainmentUnitedKingdom UnitedStatesofAmerica,The Counselor
1953,JamesPurefoy KateMara JasonFlemyng PaulGiamattiRomance Adventure Action Historyambush hero fight castle battlefield duel king orderofthetemplarsRisingStar PremierePicture MythicInternationalEntertainment Film&EntertainmentVIPMedienfonds4GmbH&Co.KG(I) WalesCreativeIPFund SilverReel PerpetualMediaCapital MolinareInvestment VIP4Medienfonds ContentFilmInternationalUnitedKingdom UnitedStatesofAmerica,Ironclad
1954,RodSteiger ChristopherPlummer OrsonWelles JackHawkinsHistory Action Dramabiography napoleonbonaparte waterlooParamountPictures DinodeLaurentiisCinematografica MosfilmItaly Russia,Waterloo
1955,DonnieYen CharlieYeung WangBaoqiang BaiBingCrime Action Thrillermartialarts kungfu serialkillerEmperorMotionPictures Heart&SoulProduction BeijingSilverMoonProductionsHongKong China,一個人的武林
1956,CamGigandet RachaelLeighCook ShaneWest BillPullmanAction Thrillerlovetriangle middleeast fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dogfightAldamisaEntertainment MVPFilms InvestCapitalFilmGroup LiveScreenPicturesRussia UnitedStatesofAmerica,Red Sky
1957,GlennClose JohnMalkovich MichellePfeiffer SwoosieKurtzDrama Romancelovesickness sexuality cheating cynic ladykiller fiancé arrangedmarriage passion seduction loveletter boredom courtlylife frenchrevolution lover plan praise genderrolesLorimarFilmEntertainment WarnerBros. NFHProductionsUnitedKingdom UnitedStatesofAmerica,Dangerous Liaisons
1958,GarrettHedlund SamRiley KristenStewart AmyAdamsAdventure Dramabasedonnovel cemetery narration nudity funeral song friendship roadtrip marijuana snow cigarettesmoking writer photograph ontheroad sexscene typewriter voiceover suicidethoughts roadmovie denvercolorado kerouacAmericanZoetrope France2Cinéma VideoFilmes VanguardFilms Canal+ SPADFilms MK2Productions Film4 Ciné+ FranceTélévisions NomadicPictures Kramer&SigmanFilms JerryLeiderCompanyBrazil France UnitedKingdom UnitedStatesofAmerica,On the Road
1959,WilliamShatner LeonardNimoy DeForestKelley JamesDoohanScienceFiction Adventuresavingtheworld sanfrancisco ussenterprise-a timetravel whale marinebiologist vulcan spaceoperaParamountPicturesUnitedStatesofAmerica,Star Trek IV: The Voyage Home
1960,SylvesterStallone BurtYoung MiloVentimiglia GeraldineHughesDramaphiladelphia transporter fight loveofone'slife publicity boxer grave tombstone tvstation boxingmatch comeback training restaurantowner worldchampion challenger virtualfight defeat victory cancer over-the-hillfighterColumbiaPictures RevolutionStudios RogueMarble Metro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,Rocky Balboa
1961,DavidArquette NeveCampbell CourteneyCox SarahMichelleGellarHorror Mysteryfilmfestivals slaughter slasherMiramaxFilms KonradPictures MavenEntertainment DimensionFilmsUnitedStatesofAmerica,Scream 2
1962,NataliePortman JoelEdgerton EwanMcGregor NoahEmmerichAction Drama WesternnanHandsomecharlieFilms UnanimousPictures StraightUpFilms 1821Pictures ScottPicturesUnitedStatesofAmerica,Jane Got a Gun
1963,AdamBrody MichaelEaly JerryFerrara MeaganGoodComedy RomancenanWillPackerProductionsUnitedStatesofAmerica,Think Like a Man Too
1964,BruceWillis MatthewPerry RosannaArquette MichaelClarkeDuncanComedy Crimebounty gangsterboss montreal gangster dentist hoodlumFranchisePictures WarnerBros. MorganCreekProductions NineYardsProductions RationalPackagingCompany LansdownFilmsCanada UnitedStatesofAmerica,The Whole Nine Yards
1965,KevinBacon JohnLithgow DianneWiest ChrisPennDrama Family Music Romancedancing dancer dance music danceteacherParamountPictures IndieProdCompanyProductionsUnitedStatesofAmerica,Footloose
1966,LukeWilson WillFerrell VinceVaughn EllenPompeoComedysexdoll streaking mouthtomouthresuscitationDreamWorksSKG TheMontecitoPictureCompanyUnitedStatesofAmerica,Old School
1967,JeffBridges RobinWilliams MercedesRuehl AmandaPlummerComedy Dramaholygrail homelessperson lossoflover mentaldisease senseofguilt suppressedpast yuppie cynic fantasy self-discovery housebreaking forgiveness gunrampage talkshow legend unsociability personrunningamokTriStarPicturesUnitedStatesofAmerica,The Fisher King
1968,JenniferLoveHewitt FreddiePrinzeJr. MekhiPhifer BrandyNorwoodHorror Mystery Thrillercompetition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killerColumbiaPictures MandalayEntertainment SummerKnowledgeLLCUnitedStatesofAmerica,I Still Know What You Did Last Summer
1969,DavidDuchovny MinnieDriver CarrollO'Connor RobertLoggiaRomance Comedy Dramatransplantation loveofone'slife veterinarian womandirectorMetro-Goldwyn-Mayer(MGM) JLTProductionsUnitedStatesofAmerica,Return to Me
1970,SethRogen ElizabethBanks JenniferSchwalbachSmith JasonMewesComedypornography loveofone'slife platoniclove pornographicvideo bestfriend sexcomedy bestfriendsinlove aftercreditsstinger duringcreditsstingerBlueAskew ViewAskewProductionsUnitedStatesofAmerica,Zack and Miri Make a Porno
1971,RenéeZellweger MorganFreeman ChrisRock GregKinnearComedy Crime Thrillerindependentfilm nativeamerican violence soapopera usedcardealer nurseuniform femalebartender tvproduction heartspecialist formosacafehollywood tvwriter murdererduoGramercyPictures USAFilms IntermediaGermany UnitedStatesofAmerica,Nurse Betty
1972,GeorgeClooney EwanMcGregor JeffBridges KevinSpaceyComedy Warvietnamveteran kuwait newage staringcontest druguse paranoidfantasy hippielifestyleBBCFilms SmokeHouse RubyFilmsUnitedKingdom UnitedStatesofAmerica,The Men Who Stare at Goats
1973,OrlandoJones EddieGriffin GarcelleBeauvais GaryGrubbsAdventure Drama Action Comedy Romancemexico cia fbi trainTouchstonePicturesUnitedStatesofAmerica,Double Take
1974,WinonaRyder AngelinaJolie CleaDuVall BrittanyMurphyDramabasedonnovel suicideattempt puberty biography borderlinepersonalitydisorderColumbiaPicturesCorporation 3ArtsEntertainment GlobalEntertainmentProductionsGmbH&CompanyMedienKG RedWagonEntertainmentGermany UnitedStatesofAmerica,"Girl, Interrupted"
1975,JoshDuhamel KateBosworth TopherGrace NathanLaneComedy Romancecelebrity romanticcomedy malefemalerelationship moviestarDreamWorksSKGUnitedStatesofAmerica,Win a Date with Tad Hamilton!
1976,SteveWhitmire DaveGoelz BillBarretta FrankOzFantasy Comedy ScienceFiction Familypuppet themuppetsColumbiaPictures JimHensonCompany TheUnitedStatesofAmerica,Muppets from Space
1977,DianaRoss MichaelJackson NipseyRussell TedRossAdventure Family Fantasy Musicmelancholy littledog basedonstagemusical basedonfilm wizardUniversalPictures MotownProductionsUnitedStatesofAmerica,The Wiz
1978,DavidArquette ScottCaan OliverPlatt RoseMcGowanAction Comedy Dramawrestling sportBelAirEntertainment WarnerBros.UnitedStatesofAmerica,Ready to Rumble
1979,AntonioBanderas WoodyHarrelson LolitaDavidovich TomSizemoreComedy DramasportTouchstonePicturesUnitedStatesofAmerica,Play It to the Bone
1980,SarahJessicaParker PierceBrosnan SarahShahi BusyPhilippsRomance Comedypregnancy familyvacation widower workingmum in-lawsTheWeinsteinCompanyUnitedStatesofAmerica,I Don't Know How She Does It
1981,ElisabethShue AdamScott JerryO'Connell StevenR.McQueenComedy Horroryacht movieinmovie scubadiving piranha springbreak maneatenbymonster 3dTheWeinsteinCompany AtmosphereEntertainmentMM ChakoFilmCompany DimensionFilms IntellectualPropertiesWorldwide Aja/LevasseurProductionsUnitedStatesofAmerica,Piranha 3D
1982,KevinSpacey KateBosworth JohnGoodman BobHoskinsDrama Musicmusical perfectionist rowboat courtshipLionsgateGermany UnitedKingdom UnitedStatesofAmerica,Beyond the Sea
1983,PaulWalker JohnAshton DennisHopper EricBraedenAnimation Comedy FamilynanWaltDisneyPicturesnan,Meet the Deedles
1984,VincentPrice AnthonyQuayle SeanConnery JoanSimsAdventure Fantasy Animation ScienceFiction Familyprophecy witch princess battle desert troubledproduction unfinishedfilmMiramaxFilms AlliedFilmmakers RichardWilliamsProductionsUnitedKingdom,The Thief and the Cobbler
1985,GabrielByrne F.MurrayAbraham KathyBates RobertDeNiroRomance Dramabasedonnovel bridge peru perioddrama 18thcentury womandirector collapsenanSpain UnitedKingdom France,The Bridge of San Luis Rey
1986,DwayneJohnson BillyBobThornton MaggieGrace CarlaGuginoCrime Drama Action ThrillernanCastleRockEntertainment TriStarPictures StateStreetPictures CBSFilmsUnitedStatesofAmerica,Faster
1987,TakuyaKimura AkihiroMiwa TatsuyaGashûin MitsunoriIsakiFantasy Animation Adventureflying witch rain castle scarecrow bodyexchange hatter bakery demon animeStudioGhibli BuenaVistaHomeEntertainment Mitsubishi d-rights TohokushinshaFilmCorporationJapan,ハウルの動く城
1988,JesseEisenberg WoodyHarrelson EmmaStone AbigailBreslinComedy Horrorwashingtond.c. sistersisterrelationship post-apocalyptic roadtrip bloodsplatter parody survival zombie violence survivalhorror amusementpark twinkie bodycount zombification disposingofadeadbody bittenonthearm loner aftercreditsstinger zombieapocalypse fearofclownsColumbiaPictures RelativityMedia PariahUnitedStatesofAmerica,Zombieland
1989,AdamSandler KathyBates FairuzaBalk HenryWinklerComedysport socialoutcast ridicule lawnmower desertedbyhusband lowselfesteem blackandwhitetocolorTouchstonePicturesUnitedStatesofAmerica,The Waterboy
1990,MarkHamill HarrisonFord CarrieFisher BillyDeeWilliamsAdventure Action ScienceFictionrebel android asteroid spacebattle snowstorm spacecolony spaceship lightsaber jedi goodvsevil rebellion theforce spaceopera stormtrooper wookie jedimaster jeditraining droidLucasfilm TwentiethCenturyFoxFilmCorporationUnitedStatesofAmerica,The Empire Strikes Back
1991,WillSmith MartinLawrence TéaLeoni TchékyKaryoAction Comedy Crime Thrillermiami detective handcuffs airport mexicanstandoff stripclub witnessprotection carcrash internalaffairs gunfight explosion brutality footchase carchase druglord hangar loosecannon bust referencetoskittles blackcop badge actionhero corruptcopColumbiaPictures DonSimpson/JerryBruckheimerFilmsUnitedStatesofAmerica,Bad Boys
1992,LeslieNielsen PriscillaPresley GeorgeKennedy O.J.SimpsonComedy Crimewashingtond.c. usapresident spoof thewhitehouseParamountPicturesUnitedStatesofAmerica,The Naked Gun 2½: The Smell of Fear
1993,DevonSawa AliLarter KerrSmith TonyToddHorroromen airplaneaccident corpse death near-deathexperienceNewLineCinema Zide-PerryProductions HardEightPicturesUnitedStatesofAmerica,Final Destination
1994,RyanGosling GeorgeClooney PhilipSeymourHoffman PaulGiamattiDramaohio politics dirtytricks presidentialcampaign endorsement campaignspeech presidentialdebateAppianWay CrystalCityEntertainment CrossCreekPictures ExclusiveMediaGroup SmokehousePicturesUnitedStatesofAmerica,The Ides of March
1995,VinDiesel RadhaMitchell ColeHauser LewisFitz-GeraldThriller ScienceFiction Actiondarkness dystopia comet alienlife-form survival eclipse flask corpsInterscopeCommunicationsUnitedStatesofAmerica,Pitch Black
1996,AshleyJudd GregKinnear HughJackman MarisaTomeiComedy Romancefeminism cohabitant tvshow man-womanrelation manbetweentwowomenFox2000Pictures LyndaObstProductionsUnitedStatesofAmerica,Someone Like You...
1997,JoaquinPhoenix ScarlettJohansson RooneyMara AmyAdamsRomance ScienceFiction Dramaartificialintelligence computer love loneliness transhumanism heartbreak nearfuture singularity bittersweetWarnerBros. AnnapurnaPicturesChina UnitedStatesofAmerica,Her
1998,SteveZahn PaulWalker LeeleeSobieski JessicaBowmanMystery Thriller Dramacolorado friendship stalker pokies truckdriver cbradio strangeRegencyEnterprises EpsilonMotionPictures LivePlanet NewRegencyPictures BadRobotUnitedStatesofAmerica,Joy Ride
1999,AneurinBarnard MichaelSheen LenaHeadey SamNeillFantasy Adventure Familylondonengland basedonnovel key adventure supernatural steampunkMatadorPictures ArcadiaMotionPictures uFilm AfroditaAudiovisual A.I.E. LeTaxShelterduGouvernementFédéraldeBelgique TelefónicaProducciones Umedia EntertainmentMotionPictures CinemaOne NixFilms InternationalPicturesTwo CronosEntertainmentAIEBelgium UnitedKingdom Spain,The Adventurer: The Curse of the Midas Box
2000,SusanSarandon NataliePortman HartBochner EileenRyanDrama Comedy RomancedreamTwentiethCenturyFoxFilmCorporation Fox2000PicturesUnitedStatesofAmerica,Anywhere But Here
2001,RichardDreyfuss BurtReynolds DanHedaya SeymourCasselAction ComedynanTouchstonePicturesUnitedStatesofAmerica,The Crew
2002,GinaCarano EwanMcGregor MichaelFassbender BillPaxtonAction Thrillermercenary secretagent rescue footchase spanishIrishFilmBoard RelativityMediaIreland UnitedStatesofAmerica,Haywire
2003,LorraineGary LanceGuest MarioVanPeebles MichaelCaineAdventure Thrillersharkattack bahamas dyinganddeath aggressionbyanimal sequel revenge underwater shark greatwhiteshark animalattack caribbean christmas bananaboatUniversalPicturesUnitedStatesofAmerica,Jaws: The Revenge
2004,DianeKeaton MerylStreep LeonardoDiCaprio RobertDeNiroDramasistersisterrelationship sister leukemia reunion cancer bonemarrowtransplantMiramaxFilms ScottRudinProductions TribecaProductionsUnitedStatesofAmerica,Marvin's Room
2005,IceCube KekePalmer TashaSmith JillMarieJonesDrama FamilynanCubeVisionUnitedStatesofAmerica,The Longshots
2006,RalphFiennes StephenRea JulianneMoore JamesBolamDramabomb sex jealousy infidelity obsession worldwarii passion romance cheatingwife churchColumbiaPicturesCorporationUnitedStatesofAmerica UnitedKingdom,The End of the Affair
2007,MickeyRourke DonJohnson ChelseaField DanielBaldwinAction Thrillercorruption harleydavidson drugdealer losangeles lasvegasMetro-Goldwyn-Mayer(MGM) Krisjair LaredoUnitedStatesofAmerica,Harley Davidson and the Marlboro Man
2008,TommyLeeJones CharlizeTheron SusanSarandon FrancesFisherHistory Drama Thriller Crime Mysteryfathersonrelationship detective warcrimes patriotism homicide investigation iraq militaryservice police cover-up disappearance murderinvestigationSummitEntertainment BlackfriarsBridgeFilms NALAFilms SamuelsMedia WarnerIndependentPictures(WIP)UnitedStatesofAmerica,In the Valley of Elah
2009,AudreyTautou BenoîtPoelvoorde AlessandroNivola MarieGillainDrama Historyfashiondesigner womandirectorFrance2Cinéma HautetCourt SCOPEInvest Ciné@ Canal+ WarnerBros. CinéCinéma ScopePictures Soficapital France2(FR2) LeTaxShelterduGouvernementFédéraldeBelgique Cofinova5 FilmsDistribution BanquePopulaireImages9Belgium France,Coco avant Chanel
