,0,titles,urls
1505,ShawnWayans MarlonWayans JaimeKing FrankieFaisonComedyundercover fbi fishoutofwater highsociety buddycop crossdressingColumbiaPictures RevolutionStudios WayansBros.Entertainment GoneNorthProductionsUnitedStatesofAmerica,white chicks,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ggXqMFsD5MZ2YZTnArQnsQHaEK%26pid%3D15.1&f=1
1506,GeorgeClooney ShaileneWoodley AmaraMiller NickKrauseComedy Dramahawaii father-in-law daughter cheatingwife beachhouse boatingaccident estate dyingmother beautifulgirl teenagedaughter trustee trustfund wildgirl wildchild realtorFoxSearchlightPictures DuneEntertainment AdHominemEnterprisesUnitedStatesofAmerica,the descendants,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.7Bi7AG3_whtWcmWCMSLRNAHaK-%26pid%3D15.1&f=1
1507,SigourneyWeaver JonVoight TimBlakeNelson PatriciaArquetteAdventure Family Drama Comedycurse suitor falseaccusations referencetoannabellee digging baseballplayer mountainclimbingWaltDisneyPictures ChicagoPacificEntertainment WaldenMedia PhoenixPicturesUnitedStatesofAmerica,holes,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.JxzTKoST6AzaRbczColzcwHaK8%26pid%3D15.1&f=1
1508,MileyCyrus GregKinnear BobbyColeman LiamHemsworthDrama Family Romancebrothersisterrelationship newlove daughter summervacation womandirectorTouchstonePicturesUnitedStatesofAmerica,the last song,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.5xSpK8pPEC1lnEXxVfRfEgAAAA%26pid%3D15.1&f=1
1509,ChiwetelEjiofor MichaelFassbender LupitaNyong'o BenedictCumberbatchDrama Historywhip kidnapping slavery plantation nightshift violinplayer physicalabuse cotton slaveowner 19thcentury soldintoslavery abolitionistPlanBEntertainment RegencyEnterprises RiverRoadEntertainment Film4 NewRegencyPicturesUnitedStatesofAmerica UnitedKingdom,12 years a slave,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.210M_yOcAZam0fRFkG1dCgHaLH%26pid%3D15.1&f=1
1510,NickCannon ZoeSaldana OrlandoJones LeonardRobertsDrama Romance Comedy Musicmusicrehearsal fraternityinitiation televisionbroadcast whitemalepretendingtobeblack sororityparty pushupsFox2000PicturesUnitedStatesofAmerica,drumline,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.KhV3KzARBBfPj1J7JJqanAHaLH%26pid%3D15.1&f=1
1511,TylerPerry JanetJackson JillScott SharonLealComedy RomancenanLionsGateFilms TheTylerPerryCompanyUnitedStatesofAmerica,why did i get married too?,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.IRHWF8-kvFrBc7036ZoCowHaKf%26pid%3D15.1&f=1
1512,JohnnyDepp WinonaRyder DianneWiest AlanArkinFantasy Drama Romanceunderdog loveatfirstsight hairdresser smalltown scissors inventor burglar unsociabilityTwentiethCenturyFoxFilmCorporationUnitedStatesofAmerica,edward scissorhands,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.O-PlQzumuGrgjkoXe_BQvAHaKj%26pid%3D15.1&f=1
1513,EmiliaClarke SamClaflin JanetMcTeer CharlesDanceDrama Romanceengland basedonnovel depression smalltown wheelchair caretaker caregiver disabled twentysomething womandirector romanticdrama deadendjob accidentNewLineCinema SunsweptEntertainment Metro-Goldwyn-Mayer(MGM)UnitedStatesofAmerica,me before you,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.L9kAHcPl6TKsfEPjn_ObRQHaGO%26pid%3D15.1&f=1
1514,TylerPerry EugeneLevy DeniseRichards DorisRobertsDrama Comedy CrimenanTylerPerryCompany TheUnitedStatesofAmerica,madea's witness protection,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.yHBVBcaVpW81nltQs0rAjQHaKg%26pid%3D15.1&f=1
1515,GeneHackman FernandoRey RoyScheider TonyLoBiancoAction Crime Thrillerpolicebrutality marseille nightlife attemptedmurder drugdealer drugmule gangsterboss drugsmuggle undercoveragent hijackingoftrain herionTwentiethCenturyFoxFilmCorporation D'AntoniProductions Schine-MooreProductionsUnitedStatesofAmerica,the french connection,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.rJbXsGk6C-3ipItboKcqUQHaKj%26pid%3D15.1&f=1
1516,MilaKunis KristenBell KathrynHahn ChristinaApplegateComedyalcohol bar party divorce family hitandrun bathroomhumorSTXEntertainment HuayiBrothersPictures BillBlockMediaUnitedStatesofAmerica,bad moms,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.7Kg2H373weowSctZoSYQewHaEK%26pid%3D15.1&f=1
1517,AlysonHannigan AdamCampbell SophieMonk JenniferCoolidgeComedydate diary parents-in-law bridegroom weddingRegencyEnterprises EpsilonMotionPictures NewRegencyPicturesSwitzerland UnitedStatesofAmerica,date movie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.n7iM7TLmG0bd11Wsr-qwuwHaLH%26pid%3D15.1&f=1
1518,HarrietOwen BlayneWeaver JeffBennett KathSoucieAdventure Fantasy Animation FamilyanimationWaltDisneyPictures WaltDisneyTelevisionAnimation WaltDisneyAnimationAustralia DisneyToonStudios WaltDisneyAnimationCanadaAustralia Canada UnitedStatesofAmerica,return to never land,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.wM8w2Ri503wl3Kii24wbugHaLH%26pid%3D15.1&f=1
1519,DavidOyelowo TomWilkinson CarmenEjogo AndréHollandHistory Dramaalabama martinlutherking president blackamerican civilrights protestmarch womandirector selmaPlanBEntertainment HarpoFilms CeladorFilms CloudEightFilms PathéUnitedKingdom UnitedStatesofAmerica,selma,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.4BdADusahXdqJJayVQuhYgHaEy%26pid%3D15.1&f=1
1520,JohnGoodman HaleyJoelOsment MaeWhitman ConnorFunkFamily Animation Adventureriver musical tiger village feralchild sequel bear jungle orphan vulture gong lost shake mangoWaltDisneyPictures WaltDisneyTelevisionAnimation WaltDisneyAnimationAustralia DisneyToonStudiosAustralia UnitedStatesofAmerica,the jungle book 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.bW8huj9X_r-AJW2Yw25FXAHaKj%26pid%3D15.1&f=1
1521,EmilyDeschanel BarryWatson SkyeMcColeBartusiak LucyLawlessThriller Horror Drama Mysterynightmare hallucination childhoodtrauma break-up hometown psychotherapyGhostHousePictures SenatorInternational ScreenGems PacificRenaissancePicturesLtd.UnitedStatesofAmerica,boogeyman,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Cz0f4Vf3ZKoWWSuZTjHVQAHaE8%26pid%3D15.1&f=1
1522,SandraBullock JulianMcMahon CourtneyTaylorBurness NiaLongThriller Drama Mysterydejavu dyinganddeath timetravel lossofhusband carcrashTriStarPictures HydeParkFilms OffspringEntertainmentUnitedStatesofAmerica,premonition,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.K-jQRK-1ciF2Z9pNn1VrjAHaLG%26pid%3D15.1&f=1
1523,JimCummings NikitaHopkins KenSansom JohnFiedlerAnimation Familyowl donkey tiger piglet bear rabbit womandirectorWaltDisneyPicturesUnitedStatesofAmerica,the tigger movie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.iytwGdS4-BsH42VsDxa-8wHaK9%26pid%3D15.1&f=1
1524,VeraFarmiga PeterSarsgaard IsabelleFuhrman CCHPounderHorror Thriller Mysterynun deaf-mute orphan allgirl troubledmarriage aftercreditsstinger duringcreditsstingerDarkCastleEntertainment StudioBabelsbergStudioBabelsbergMotionPictures DonCarmodyProductions StudioCanalCanada France Germany UnitedStatesofAmerica,orphan,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.2qjup636VoZTCUuczhdTJAHaLH%26pid%3D15.1&f=1
1525,ThomasHadenChurch JoshWiggins LaurenGraham RobbieAmellAdventure Drama Familyafghanistan war basedontruestory rescue betrayal dog grievingSunsweptEntertainment WarnerBros. Metro-Goldwyn-Mayer(MGM) ReelChefsCateringUnitedStatesofAmerica,max,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6ZOkhcsYXzwhF7WeqD9chgHaK-%26pid%3D15.1&f=1
1526,KalPenn AdamCampbell JenniferCoolidge JaymaMaysAction Adventure ComedynanTwentiethCenturyFoxFilmCorporation RegencyEnterprises NewRegencyPictures PaulSchiffProductionsUnitedStatesofAmerica,epic movie,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.HP7M5Epp1dnb20ap_VSFFAHaLG%26pid%3D15.1&f=1
1527,TreyParker MattStone KristenMiller MasasaMoyoMusic Adventure Animation Action Comedyparis france cairo capitalism lossoflover egypt waragainstterror shotgun patriotism pentagon americandream destroy shipwreck louvre americanwayoflife failure panama damage government eiffeltowerparis worldpolitics massdestructionParamountPictures ScottRudinProductionsGermany UnitedStatesofAmerica,team america: world police,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XX4IXizs5hqYV1cDH2pE5AHaLi%26pid%3D15.1&f=1
1528,AlexandraDaddario DanYeager BillMoseley MarilynBurnsHorror Thrillersequel gore leatherface slasher chainsaw aftercreditsstinger duringcreditsstingerNuImageFilms LionsGateUnitedStatesofAmerica,texas chainsaw 3d,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Nn-gX-m6-V4_o-jKShXBYQHaLH%26pid%3D15.1&f=1
1529,SigourneyWeaver HollyHunter WillPatton WilliamMcNamaraDrama Thrillerpolicebrutality psychology policeoperation policeprotection serialkiller psychologist cowardlinessRegencyEnterprises NewRegencyPicturesUnitedStatesofAmerica,copycat,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Qpz6euNREehuraEE4knJgQHaJ8%26pid%3D15.1&f=1
1530,SimonRex AshleyTisdale CharlieSheen LindsayLohanComedysequel parody spoof aftercreditsstinger duringcreditsstingerDimensionFilmsUnitedStatesofAmerica,scary movie 5,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.A19L5Luks5bpquKW59H-swHaOG%26pid%3D15.1&f=1
1531,LeeMarvin ClintEastwood JeanSeberg HarvePresnellDrama Action Comedy Western Musicmining prospectorParamountPictures MalpasoProductions AlanJayLernerProductionsUnitedStatesofAmerica,paint your wagon,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.O2AqmA2GP0eYPyI2Dbp_aQHaOG%26pid%3D15.1&f=1
1532,SeanPenn EmileHirsch JamesFranco JoshBrolinHistory Dramagay sanfrancisco homophobia mayor biography politics politician electioncampaign homosexuality morality election candlelightvigil mayoralcampaignFocusFeaturesUnitedStatesofAmerica,milk,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.G90Q6jjDVyALlceXGzTTVgHaKt%26pid%3D15.1&f=1
1533,TomFelton CliffCurtis JosephFiennes PeterFirthActionchristianity jesuschrist apostle crucifixion jerusalem ancientrome faith resurrection deadbody judaism religious tombColumbiaPictures AffirmFilms LDEntertainment PatrickAielloProductionsUnitedStatesofAmerica,risen,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.U50MPK66DnSGgLZ5W9o7SwHaE8%26pid%3D15.1&f=1
1534,GabrielByrne JuliannaMargulies DesmondHarrington RonEldardHorror Mystery Thrillercruise pilot ghostshipVillageRoadshowPictures NPVEntertainment DarkCastleEntertainment WarnerBros. GhostShipFilmsPty.Ltd.Australia UnitedStatesofAmerica,ghost ship,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.BPtDaKUNLv1q7hJ-f5trGQHaEK%26pid%3D15.1&f=1
1535,NeilPatrickHarris JohnCho EliasKoteas DanneelAcklesComedyholiday indianlead beer christmastree cannabis sequel vulgarity drug asian 3d beerpongNewLineCinema MandatePicturesUnitedStatesofAmerica,a very harold & kumar christmas,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.hmtDPxc-J4L72RGnBKKHxgHaK8%26pid%3D15.1&f=1
1536,MattDillon KevinBacon DeniseRichards NeveCampbellCrime Drama Mysteryupperclass poison sailboat rape sexualabuse florida eroticism blackmail lolita cheerleader courtcase plannedmurder sailing pretendedmurder seduction bisexuality alligator crocodile everglades heart-throb whitetrash menageatrois intellectuallygifted harpoon van plan court single millionaire extramaritalaffair duringcreditsstingerColumbiaPictures MandalayEntertainmentUnitedStatesofAmerica,wild things,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.A8RnaSVjNKL5MpvdfNSYYAAAAA%26pid%3D15.1&f=1
1537,DylanWalsh SelaWard PennBadgley AmberHeardHorror Thriller Mysterystepfather remakeScreenGemsUnitedStatesofAmerica,the stepfather,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.CA71ARNjtZF0mGIYojDjawHaOG%26pid%3D15.1&f=1
1538,HelenMirren CiaránHinds TomWilkinson JessicaChastainDrama Thrillerbeach mossad secretagent insaneasylum lye syringe lostoffriendMiramaxFilms MarvFilms PioneerPicturesUnitedStatesofAmerica,the debt,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.6aIhibLyU7rN6hQrZ1aEGwHaLH%26pid%3D15.1&f=1
1539,JohnCusack IbenHjejle ToddLouiso JackBlackComedy Drama Romance Musicchicago musicrecord rockandroll recordstore soul discjockey pop brucefrederickjosephspringsteen recordcollectionBuenaVista TouchstonePicturesUnitedKingdom UnitedStatesofAmerica,high fidelity,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.zxZUdTAMCC3-j0UZAsButQHaEK%26pid%3D15.1&f=1
1540,ShannynSossamon EdwardBurns AnaClaudiaTalancón RayWiseHorror Mystery Thrillercandy lossofsister mobilephone answeringmachine dyinganddeath victim deathofafriend sms asthma friendship police delusion remake cowardliness trainIntermediaFilms AlconEntertainment KadokawaPictures EquityPicturesMedienfondsGmbH&Co.KGIVGermany Japan UnitedStatesofAmerica,one missed call,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.8KLG2mS0BSkwlPoPfxTeIgHaEK%26pid%3D15.1&f=1
1541,SallyField KieferSutherland EdHarris BeverlyD'AngeloDrama Thrillerrape gun self-defense grievingparentsParamountPicturesUnitedStatesofAmerica,eye for an eye,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.f-joeNNB_OaaLgz2c84V_QHaLH%26pid%3D15.1&f=1
1542,JasonStatham SaffronBurrows StephenCampbellMoore DanielMaysThriller Crime Dramainfidelity subway cardealer vault mannequin bahamas stripclub wife offer photography londonunderground basedontruestory extortion doublecross walkietalkie railwaystation jackhammer politicalcorruption bankheist cabinetofficer corruptpolicemanAtlasEntertainment MosaicMediaGroup OmnilabMedia RelativityMedia Skyline(BakerSt)Australia UnitedKingdom UnitedStatesofAmerica,the bank job,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OACy4FtrcsIZfZR2lztqRQHaKh%26pid%3D15.1&f=1
1543,JimCarrey KateWinslet KirstenDunst MarkRuffaloScienceFiction Drama Romancedejavu regret jealousy amnesia dream operation relationshipproblems love memory brainwashing relationship heartbreak nonlineartimeline lovestory bittersweetAnonymousContent ThisIsThatProductions FocusFeaturesUnitedStatesofAmerica,eternal sunshine of the spotless mind,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.N67RugY9lsxJM4pZXj7XdgHaLH%26pid%3D15.1&f=1
1544,KristenBell SigourneyWeaver BettyWhite KristinChenowethComedy Romancebrothersisterrelationship marriage bully duringcreditsstingerOopsDoughnutsProductions TouchstonePictures FrontierPicturesUnitedStatesofAmerica,you again,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.qKCrlrPTWOifwm9wYqhrBAHaJ3%26pid%3D15.1&f=1
1545,KeanuReeves ForestWhitaker ChrisEvans HughLaurieAction Crime Drama Thrillerpolice losangelesFoxSearchlightPictures RegencyEnterprises DuneEntertainmentIII Emmett/FurlaFilmsUnitedStatesofAmerica,street kings,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.MVQ3NUHSLYfsvZDJGehO_QHaKf%26pid%3D15.1&f=1
1546,SimonPegg NickFrost MartinFreeman EddieMarsanComedy Action ScienceFictionendoftheworld apocalypse trilogy homageUniversalPictures BigTalkProductions FocusFeatures WorkingTitleFilmsUnitedKingdom,the world's end,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.p6y7hdTpgJ6nozCglRwiJgHaOG%26pid%3D15.1&f=1
1547,EmmaRoberts JoshFlitter MaxThieriot RachaelLeighCookAction Adventure Crime Family Mystery Thrillercalifornia detective basedonnovel dream kidnapping chase party murder rescue escape hollywood teenager explosion surveillance flashbackVirtualStudios JerryWeintraubProductions WarnerBros.UnitedStatesofAmerica,nancy drew,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.nfp0OJNNjikQT7TeBLoE3AHaLH%26pid%3D15.1&f=1
1548,EthanHawke SamNeill WillemDafoe ClaudiaKarvanFantasy Horror Action Thriller ScienceFictionfemalenudity sunrise waitress experiment rain sunlight vampire dystopia beautifulwoman slowmotionscene undead decapitation scientist epidemic nightcreaturesLionsgate FurstFilms PicturesinParadise PacificFilmandTelevisionCommission AustralianFilmFinanceCorporation(AFFC)UnitedStatesofAmerica Australia,daybreakers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.XaLLN3svCsastGpXG2frKgAAAA%26pid%3D15.1&f=1
1549,AliceEve JayBaruchel MikeVogel KrystenRitterComedy Romanceconfidence romanticcomedy dating insecurity airportsecurity unlikelylovers twentysomething duringcreditsstingerDreamWorksSKG MosaicUnitedStatesofAmerica,she's out of my league,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Iru2FQtaus-M4w6tMAuOuAHaK8%26pid%3D15.1&f=1
1550,SelenaGomez KatieCassidy CoryMonteith LeightonMeesterAdventure Comedy Romancemontecarlo mistakenidentity look-alike youngwoman texan americanabroadDuneEntertainment RegencyEnterprises Fox2000Pictures DiNoviPictures DuneEntertainmentIII BlossomFilmsHungary UnitedStatesofAmerica,monte carlo,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.0gBIAnOTfGQ_rlkcEbkvjwHaLH%26pid%3D15.1&f=1
1551,JamesWoods DanielBaldwin SherylLee ThomasIanGriffithAction Drama Fantasy Horror Thrillerbasedonnovel newmexico party vampirehunter revenge priest church skull team crucifix cross relic vampireslayer turningintoavampire drinkingbloodColumbiaPictures LargoEntertainment JVCEntertainmentNetworks FilmOffice SpookyToothProductions StormKingProductionsUnitedStatesofAmerica,vampires,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.0i-HUrdDuF_fzOmIb2f4wgHaEs%26pid%3D15.1&f=1
1552,AnthonyPerkins VeraMiles JohnGavin JanetLeighDrama Horror Thrillerhotel clerk arizona shower rain motel money secretary corpse murderer theft privatedetective proto-slasherParamountPictures UniversalPictures ShamleyProductionsUnitedStatesofAmerica,psycho,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.zyuyfhLVlawAGCatEiLsHwHaEo%26pid%3D15.1&f=1
1553,DaneCook KateHudson AlecBaldwin JasonBiggsRomance Comedydate sex bar test friendship insult stripper blonde liar wedding lapdance duringcreditsstingerLionsgate NewWaveEntertainment Management360 TerraFirmaFilms SuperfingerEntertainmentUnitedStatesofAmerica,my best friend's girl,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.1RaDMpuBcoTtREc4J1khoAHaKj%26pid%3D15.1&f=1
1554,AlexPettyfer GabriellaWilde RobertPatrick RhysWakefieldDrama RomanceteenageromanceUniversalPictures FakeEmpire BluegrassFilmsUnitedStatesofAmerica,endless love,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.gY1mrkSP2uvfJIHS7olv3AHaGX%26pid%3D15.1&f=1
1555,JaneFonda LindsayLohan FelicityHuffman DermotMulroneyComedy Drama Romancegrandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager rural veterinaryclinic rebelliousteenagerUniversalPictures MorganCreekProductionsUnitedStatesofAmerica,georgia rule,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.QgOZ2cYjhLc9BFqsq6hvbwHaK9%26pid%3D15.1&f=1
1556,ChevyChase CarrieFisher EveArden JosephMaherComedynannanUnitedStatesofAmerica,under the rainbow,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.lB5z5SVWPoYfvcK-JBZLRQAAAA%26pid%3D15.1&f=1
1557,MatthewBroderick RutgerHauer MichellePfeiffer AlfredMolinaAdventure Drama Fantasy Romancemoon monk swordplay bishop cathedral falcon twilight solareclipse thiefTwentiethCenturyFoxFilmCorporation WarnerBros.UnitedStatesofAmerica,ladyhawke,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.vy-Q1PcdDq6Xv4kBEdjVpwHaE2%26pid%3D15.1&f=1
1558,JimCarrey AshleyJudd IanMichaelSmith JosephMazzelloComedy Drama FamilyillegitimatesonCaravanPictures HollywoodPicturesUnitedStatesofAmerica,simon birch,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.zqtQkqpPni0Ae_lLLN9d4QHaLA%26pid%3D15.1&f=1
1559,AdamSandler DonCheadle JadaPinkettSmith LivTylerDramaconfidence trauma leavingone'sfamily childhoodmemory airplane waronterror music lossofdaughter alone cowardliness familyColumbiaPictures HappyMadisonProductions SunlightProductions RelativityMedia Madison23UnitedStatesofAmerica,reign over me,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ukp_8lHGGIChbHEC5SgKfwAAAA%26pid%3D15.1&f=1
1560,EmileHirsch MarciaGayHarden WilliamHurt JenaMaloneAdventure Dramamalenudity parentskidsrelationship camping cuttingthecord self-discovery wilderness biography basedontruestory pubichair alaska journeyParamountVantage RiverRoadEntertainment ArtLinsonProductions IntotheWildUnitedStatesofAmerica,into the wild,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.kCGBs13Fv8LHbQ_D43IergHaFj%26pid%3D15.1&f=1
